Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBSH","Food Balances (old methodology and population)","351","China","5527","Seed","2556","Groundnuts (Shelled Eq)","2013","2013","1000 tonnes","295","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5123","Losses","2556","Groundnuts (Shelled Eq)","2013","2013","1000 tonnes","476","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5131","Processing","2556","Groundnuts (Shelled Eq)","2013","2013","1000 tonnes","5300","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5154","Other uses (non-food)","2556","Groundnuts (Shelled Eq)","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5142","Food","2556","Groundnuts (Shelled Eq)","2013","2013","1000 tonnes","5398","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","645","Food supply quantity (kg/capita/yr)","2556","Groundnuts (Shelled Eq)","2013","2013","kg","3.81","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","664","Food supply (kcal/capita/day)","2556","Groundnuts (Shelled Eq)","2013","2013","kcal/capita/day","54","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5521","Feed","2557","Sunflower seed","2013","2013","1000 tonnes","1240","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5527","Seed","2557","Sunflower seed","2013","2013","1000 tonnes","23","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5123","Losses","2557","Sunflower seed","2013","2013","1000 tonnes","73","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5131","Processing","2557","Sunflower seed","2013","2013","1000 tonnes","899","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5142","Food","2557","Sunflower seed","2013","2013","1000 tonnes","3","A","Aggregate, may include official, semi-official, estimated or calculated data"
